Mode,Amperometric i-t Curve,
1496,0.0109,5.45
1496,0.0109,5.45
1496,0.0109,5.45
1497,0.0109,5.45
1497,0.0109,5.45
1497,0.0109,5.45
1497,0.0109,5.45
1497,0.0109,5.45
1497,0.01089,5.445
1497,0.0109,5.45
1497,0.0109,5.45
1497,0.0109,5.45
1497,0.0109,5.45
1498,0.0109,5.45
1498,0.01089,5.445
1498,0.01089,5.445
1498,0.01089,5.445
1498,0.0109,5.45
1498,0.0109,5.45
1498,0.0109,5.45
1498,0.0109,5.45
1498,0.01089,5.445
1498,0.0109,5.45
1499,0.0109,5.45
1499,0.0109,5.45
1499,0.0109,5.45
1499,0.0109,5.45
1499,0.0109,5.45
1499,0.0109,5.45
1499,0.0109,5.45
1499,0.0109,5.45
1499,0.01091,5.455
1499,0.0109,5.45
1500,0.0109,5.45
1500,0.0109,5.45
1500,0.0109,5.45
1500,0.0109,5.45
1500,0.0109,5.45
1500,0.0109,5.45
1500,0.0109,5.45
1500,0.0109,5.45
1500,0.0109,5.45
1500,0.0109,5.45
1501,0.0109,5.45
1501,0.0109,5.45
1501,0.01091,5.455
1501,0.0109,5.45
1501,0.0109,5.45
1501,0.01089,5.445
1501,0.0109,5.45
1501,0.0109,5.45
1501,0.0109,5.45
1501,0.0109,5.45
1502,0.0109,5.45
1502,0.0109,5.45
1502,0.0109,5.45
1502,0.01091,5.455
1502,0.0109,5.45
1502,0.0109,5.45
1502,0.01091,5.455
1502,0.0109,5.45
1502,0.0109,5.45
1502,0.01091,5.455
1503,0.0109,5.45
1503,0.0109,5.45
1503,0.0109,5.45
1503,0.0109,5.45
1503,0.0109,5.45
1503,0.01089,5.445
1503,0.0109,5.45
1503,0.0109,5.45
1503,0.0109,5.45
1503,0.01089,5.445
1504,0.0109,5.45
1504,0.0109,5.45
1504,0.01091,5.455
1504,0.0109,5.45
1504,0.0109,5.45
1504,0.0109,5.45
1504,0.0109,5.45
1504,0.0109,5.45
1504,0.01089,5.445
1504,0.0109,5.45
1505,0.0109,5.45
1505,0.01089,5.445
1505,0.0109,5.45
1505,0.0109,5.45
1505,0.01091,5.455
1505,0.0109,5.45
1505,0.0109,5.45
1505,0.0109,5.45
1505,0.0109,5.45
1505,0.0109,5.45
1506,0.0109,5.45
1506,0.0109,5.45
1506,0.0109,5.45
1506,0.0109,5.45
1506,0.0109,5.45
1506,0.0109,5.45
1506,0.0109,5.45
1506,0.0109,5.45
1506,0.0109,5.45
1506,0.0109,5.45
1507,0.0109,5.45
1507,0.0109,5.45
1507,0.0109,5.45
1507,0.01091,5.455
1507,0.01091,5.455
1507,0.01091,5.455
1507,0.0109,5.45
1507,0.0109,5.45
1507,0.0109,5.45
1507,0.0109,5.45
1508,0.01091,5.455
1508,0.0109,5.45
1508,0.0109,5.45
1508,0.0109,5.45
1508,0.0109,5.45
1508,0.0109,5.45
1508,0.01091,5.455
1508,0.0109,5.45
1508,0.0109,5.45
1508,0.0109,5.45
1509,0.0109,5.45
1509,0.01091,5.455
1509,0.01091,5.455
1509,0.01091,5.455
1509,0.01091,5.455
1509,0.01091,5.455
1509,0.0109,5.45
1509,0.0109,5.45
1509,0.0109,5.45
1509,0.0109,5.45
1510,0.0109,5.45
1510,0.0109,5.45
1510,0.0109,5.45
1510,0.0109,5.45
1510,0.0109,5.45
1510,0.0109,5.45
1510,0.0109,5.45
1510,0.0109,5.45
1510,0.01091,5.455
1510,0.0109,5.45
1511,0.0109,5.45
1511,0.0109,5.45
1511,0.0109,5.45
1511,0.0109,5.45
1511,0.0109,5.45
1511,0.0109,5.45
1511,0.01089,5.445
1511,0.01089,5.445
1511,0.0109,5.45
1511,0.0109,5.45
1512,0.0109,5.45
1512,0.0109,5.45
1512,0.0109,5.45
1512,0.01089,5.445
1512,0.0109,5.45
1512,0.0109,5.45
1512,0.0109,5.45
1512,0.01089,5.445
1512,0.01089,5.445
1512,0.0109,5.45
1513,0.0109,5.45
1513,0.0109,5.45
1513,0.0109,5.45
1513,0.0109,5.45
1513,0.0109,5.45
1513,0.0109,5.45
1513,0.01089,5.445
1513,0.0109,5.45
1513,0.0109,5.45
1513,0.0109,5.45
1514,0.01091,5.455
1514,0.0109,5.45
1514,0.01091,5.455
1514,0.01091,5.455
1514,0.01091,5.455
1514,0.0109,5.45
1514,0.0109,5.45
1514,0.0109,5.45
1514,0.0109,5.45
1514,0.01091,5.455
1515,0.0109,5.45
1515,0.01091,5.455
1515,0.01091,5.455
1515,0.0109,5.45
1515,0.0109,5.45
1515,0.0109,5.45
1515,0.0109,5.45
1515,0.0109,5.45
1515,0.0109,5.45
1515,0.01089,5.445
1516,0.0109,5.45
1516,0.0109,5.45
1516,0.0109,5.45
1516,0.0109,5.45
1516,0.0109,5.45
1516,0.01089,5.445
1516,0.0109,5.45
1516,0.0109,5.45
1516,0.0109,5.45
1516,0.0109,5.45
1517,0.0109,5.45
1517,0.0109,5.45
1517,0.0109,5.45
1517,0.0109,5.45
1517,0.0109,5.45
1517,0.0109,5.45
1517,0.01091,5.455
1517,0.0109,5.45
1517,0.0109,5.45
1517,0.0109,5.45
1518,0.01089,5.445
1518,0.0109,5.45
1518,0.0109,5.45
1518,0.0109,5.45
1518,0.0109,5.45
1518,0.0109,5.45
1518,0.0109,5.45
1518,0.01089,5.445
1518,0.0109,5.45
1518,0.0109,5.45
1519,0.0109,5.45
1519,0.0109,5.45
1519,0.0109,5.45
1519,0.0109,5.45
1519,0.0109,5.45
1519,0.0109,5.45
1519,0.01089,5.445
1519,0.01089,5.445
1519,0.01089,5.445
1519,0.0109,5.45
1520,0.0109,5.45
1520,0.01089,5.445
1520,0.01089,5.445
1520,0.01089,5.445
1520,0.0109,5.45
1520,0.0109,5.45
1520,0.0109,5.45
1520,0.0109,5.45
1520,0.0109,5.45
1520,0.01089,5.445
1521,0.0109,5.45
1521,0.0109,5.45
1521,0.01089,5.445
1521,0.0109,5.45
1521,0.0109,5.45
1521,0.01089,5.445
1521,0.0109,5.45
1521,0.0109,5.45
1521,0.01089,5.445
1521,0.0109,5.45
1522,0.0109,5.45
1522,0.0109,5.45
1522,0.0109,5.45
1522,0.0109,5.45
1522,0.0109,5.45
1522,0.0109,5.45
1522,0.0109,5.45
1522,0.0109,5.45
1522,0.0109,5.45
1522,0.0109,5.45
1523,0.0109,5.45
1523,0.0109,5.45
1523,0.0109,5.45
1523,0.0109,5.45
1523,0.01089,5.445
1523,0.01089,5.445
1523,0.0109,5.45
1523,0.0109,5.45
1523,0.0109,5.45
1523,0.0109,5.45
1524,0.0109,5.45
1524,0.0109,5.45
1524,0.0109,5.45
1524,0.0109,5.45
1524,0.0109,5.45
1524,0.0109,5.45
1524,0.0109,5.45
1524,0.01091,5.455
1524,0.01091,5.455
1524,0.0109,5.45
1525,0.01091,5.455
1525,0.0109,5.45
1525,0.0109,5.45
1525,0.0109,5.45
1525,0.0109,5.45
1525,0.01091,5.455
1525,0.01091,5.455
1525,0.0109,5.45
1525,0.0109,5.45
1525,0.01091,5.455
1526,0.01091,5.455
1526,0.01091,5.455
1526,0.0109,5.45
1526,0.0109,5.45
1526,0.0109,5.45
1526,0.0109,5.45
1526,0.0109,5.45
1526,0.0109,5.45
1526,0.01091,5.455
1526,0.0109,5.45
1527,0.01091,5.455
1527,0.01091,5.455
1527,0.0109,5.45
1527,0.0109,5.45
1527,0.0109,5.45
1527,0.0109,5.45
1527,0.0109,5.45
1527,0.0109,5.45
1527,0.0109,5.45
1527,0.0109,5.45
1528,0.01091,5.455
1528,0.0109,5.45
1528,0.0109,5.45
1528,0.0109,5.45
1528,0.0109,5.45
1528,0.0109,5.45
1528,0.01091,5.455
1528,0.0109,5.45
1528,0.0109,5.45
1528,0.0109,5.45
1529,0.0109,5.45
1529,0.0109,5.45
1529,0.0109,5.45
1529,0.0109,5.45
1529,0.0109,5.45
1529,0.0109,5.45
1529,0.0109,5.45
1529,0.0109,5.45
1529,0.01091,5.455
1529,0.0109,5.45
1530,0.0109,5.45
1530,0.01089,5.445
1530,0.01089,5.445
1530,0.01089,5.445
1530,0.0109,5.45
1530,0.0109,5.45
1530,0.0109,5.45
1530,0.0109,5.45
1530,0.0109,5.45
1530,0.01089,5.445
1531,0.0109,5.45
1531,0.0109,5.45
1531,0.0109,5.45
1531,0.01089,5.445
1531,0.0109,5.45
1531,0.0109,5.45
1531,0.0109,5.45
1531,0.01089,5.445
1531,0.0109,5.45
1531,0.0109,5.45
1532,0.0109,5.45
1532,0.0109,5.45
1532,0.0109,5.45
1532,0.0109,5.45
1532,0.0109,5.45
1532,0.01089,5.445
1532,0.0109,5.45
1532,0.0109,5.45
1532,0.01089,5.445
1532,0.01089,5.445
1533,0.0109,5.45
1533,0.0109,5.45
1533,0.0109,5.45
1533,0.0109,5.45
1533,0.01089,5.445
1533,0.01089,5.445
1533,0.01089,5.445
1533,0.0109,5.45
1533,0.0109,5.45
1533,0.0109,5.45
1534,0.01091,5.455
1534,0.01091,5.455
1534,0.0109,5.45
1534,0.0109,5.45
1534,0.0109,5.45
1534,0.0109,5.45
1534,0.01089,5.445
1534,0.01089,5.445
1534,0.0109,5.45
1534,0.0109,5.45
1535,0.0109,5.45
1535,0.0109,5.45
1535,0.0109,5.45
1535,0.0109,5.45
1535,0.0109,5.45
1535,0.01089,5.445
1535,0.0109,5.45
1535,0.0109,5.45
1535,0.0109,5.45
1535,0.0109,5.45
1536,0.0109,5.45
1536,0.0109,5.45
1536,0.01089,5.445
1536,0.01089,5.445
1536,0.01089,5.445
1536,0.0109,5.45
1536,0.0109,5.45
1536,0.0109,5.45
1536,0.01089,5.445
1536,0.01089,5.445
1537,0.0109,5.45
1537,0.0109,5.45
1537,0.0109,5.45
1537,0.0109,5.45
1537,0.0109,5.45
1537,0.0109,5.45
1537,0.0109,5.45
1537,0.0109,5.45
1537,0.0109,5.45
1537,0.0109,5.45
1538,0.0109,5.45
1538,0.0109,5.45
1538,0.0109,5.45
1538,0.0109,5.45
1538,0.0109,5.45
1538,0.0109,5.45
1538,0.0109,5.45
1538,0.0109,5.45
1538,0.0109,5.45
1538,0.0109,5.45
1539,0.0109,5.45
1539,0.0109,5.45
1539,0.01089,5.445
1539,0.01089,5.445
1539,0.01089,5.445
1539,0.01089,5.445
1539,0.0109,5.45
1539,0.01089,5.445
1539,0.01089,5.445
1539,0.0109,5.45
1540,0.01089,5.445
1540,0.0109,5.45
1540,0.0109,5.45
1540,0.0109,5.45
1540,0.0109,5.45
1540,0.01089,5.445
1540,0.01089,5.445
1540,0.01089,5.445
1540,0.01089,5.445
1540,0.0109,5.45
1541,0.0109,5.45
1541,0.01089,5.445
1541,0.01089,5.445
1541,0.01089,5.445
1541,0.01089,5.445
1541,0.01089,5.445
1541,0.01089,5.445
1541,0.01089,5.445
1541,0.01089,5.445
1541,0.01089,5.445
1542,0.01089,5.445
1542,0.01089,5.445
1542,0.01089,5.445
1542,0.01089,5.445
1542,0.01089,5.445
1542,0.01089,5.445
1542,0.01089,5.445
1542,0.01089,5.445
1542,0.0109,5.45
1542,0.0109,5.45
1543,0.0109,5.45
1543,0.0109,5.45
1543,0.0109,5.45
1543,0.0109,5.45
1543,0.01091,5.455
1543,0.01091,5.455
1543,0.0109,5.45
1543,0.0109,5.45
1543,0.0109,5.45
1543,0.0109,5.45
1544,0.0109,5.45
1544,0.0109,5.45
1544,0.0109,5.45
1544,0.0109,5.45
1544,0.0109,5.45
1544,0.0109,5.45
1544,0.01091,5.455
1544,0.0109,5.45
1544,0.0109,5.45
1544,0.0109,5.45
1545,0.01089,5.445
1545,0.01089,5.445
1545,0.0109,5.45
1545,0.01089,5.445
1545,0.01089,5.445
1545,0.0109,5.45
1545,0.0109,5.45
1545,0.0109,5.45
1545,0.01089,5.445
1545,0.01089,5.445
1546,0.01089,5.445
1546,0.01089,5.445
1546,0.0109,5.45
1546,0.0109,5.45
1546,0.01089,5.445
1546,0.0109,5.45
1546,0.0109,5.45
1546,0.0109,5.45
1546,0.0109,5.45
1546,0.0109,5.45
1547,0.0109,5.45
1547,0.0109,5.45
1547,0.0109,5.45
1547,0.0109,5.45
1547,0.0109,5.45
1547,0.0109,5.45
1547,0.0109,5.45
1547,0.0109,5.45
1547,0.0109,5.45
1547,0.01089,5.445
1548,0.0109,5.45
1548,0.01091,5.455
1548,0.0109,5.45
1548,0.0109,5.45
1548,0.0109,5.45
1548,0.0109,5.45
1548,0.0109,5.45
1548,0.0109,5.45
1548,0.0109,5.45
1548,0.0109,5.45
1549,0.0109,5.45
1549,0.0109,5.45
1549,0.0109,5.45
1549,0.0109,5.45
1549,0.0109,5.45
1549,0.0109,5.45
1549,0.0109,5.45
1549,0.0109,5.45
1549,0.0109,5.45
1549,0.0109,5.45
1550,0.0109,5.45
1550,0.0109,5.45
1550,0.0109,5.45
1550,0.0109,5.45
1550,0.0109,5.45
1550,0.0109,5.45
1550,0.0109,5.45
1550,0.0109,5.45
1550,0.0109,5.45
1550,0.0109,5.45
1551,0.0109,5.45
1551,0.0109,5.45
1551,0.01091,5.455
1551,0.01091,5.455
1551,0.0109,5.45
1551,0.0109,5.45
1551,0.0109,5.45
1551,0.01091,5.455
1551,0.01091,5.455
1551,0.01091,5.455
1552,0.0109,5.45
1552,0.01091,5.455
1552,0.01091,5.455
1552,0.01091,5.455
1552,0.0109,5.45
1552,0.0109,5.45
1552,0.0109,5.45
1552,0.01091,5.455
1552,0.01091,5.455
1552,0.01091,5.455
1553,0.01091,5.455
1553,0.01091,5.455
1553,0.0109,5.45
1553,0.0109,5.45
1553,0.0109,5.45
1553,0.0109,5.45
1553,0.0109,5.45
1553,0.0109,5.45
1553,0.01089,5.445
1553,0.0109,5.45
1554,0.0109,5.45
1554,0.0109,5.45
1554,0.0109,5.45
1554,0.01089,5.445
1554,0.0109,5.45
1554,0.01091,5.455
1554,0.01091,5.455
1554,0.01091,5.455
1554,0.01091,5.455
1554,0.01091,5.455
1555,0.01091,5.455
1555,0.01091,5.455
1555,0.01091,5.455
1555,0.01091,5.455
1555,0.01091,5.455
1555,0.0109,5.45
1555,0.01091,5.455
1555,0.01091,5.455
1555,0.01091,5.455
1555,0.0109,5.45
1556,0.0109,5.45
1556,0.0109,5.45
1556,0.01091,5.455
1556,0.0109,5.45
1556,0.0109,5.45
1556,0.0109,5.45
1556,0.01091,5.455
1556,0.01091,5.455
1556,0.0109,5.45
1556,0.0109,5.45
1557,0.0109,5.45
1557,0.0109,5.45
1557,0.0109,5.45
1557,0.0109,5.45
1557,0.0109,5.45
1557,0.0109,5.45
1557,0.0109,5.45
1557,0.0109,5.45
1557,0.0109,5.45
1557,0.0109,5.45
1558,0.01091,5.455
1558,0.01091,5.455
1558,0.0109,5.45
1558,0.0109,5.45
1558,0.0109,5.45
1558,0.0109,5.45
1558,0.0109,5.45
1558,0.0109,5.45
1558,0.0109,5.45
1558,0.0109,5.45
1559,0.0109,5.45
1559,0.0109,5.45
1559,0.01091,5.455
1559,0.01091,5.455
1559,0.0109,5.45
1559,0.0109,5.45
1559,0.0109,5.45
1559,0.01091,5.455
1559,0.0109,5.45
1559,0.0109,5.45
1560,0.01091,5.455
1560,0.01091,5.455
1560,0.0109,5.45
1560,0.0109,5.45
1560,0.01091,5.455
1560,0.01091,5.455
1560,0.01091,5.455
1560,0.01091,5.455
1560,0.01091,5.455
1560,0.01091,5.455
1561,0.01091,5.455
1561,0.0109,5.45
1561,0.01091,5.455
1561,0.01091,5.455
1561,0.01091,5.455
1561,0.01091,5.455
1561,0.01091,5.455
1561,0.01091,5.455
1561,0.0109,5.45
1561,0.0109,5.45
1562,0.0109,5.45
1562,0.0109,5.45
1562,0.01091,5.455
1562,0.01091,5.455
1562,0.01091,5.455
1562,0.01091,5.455
1562,0.0109,5.45
1562,0.0109,5.45
1562,0.01091,5.455
1562,0.0109,5.45
1563,0.0109,5.45
1563,0.0109,5.45
1563,0.01091,5.455
1563,0.01091,5.455
1563,0.0109,5.45
1563,0.0109,5.45
1563,0.01091,5.455
1563,0.0109,5.45
1563,0.01091,5.455
1563,0.0109,5.45
1564,0.0109,5.45
1564,0.0109,5.45
1564,0.0109,5.45
1564,0.0109,5.45
1564,0.0109,5.45
1564,0.0109,5.45
1564,0.0109,5.45
1564,0.0109,5.45
1564,0.0109,5.45
1564,0.0109,5.45
1565,0.0109,5.45
1565,0.0109,5.45
1565,0.01091,5.455
1565,0.0109,5.45
1565,0.0109,5.45
1565,0.0109,5.45
1565,0.0109,5.45
1565,0.0109,5.45
1565,0.01091,5.455
1565,0.0109,5.45
1566,0.0109,5.45
1566,0.0109,5.45
1566,0.0109,5.45
1566,0.0109,5.45
1566,0.0109,5.45
1566,0.0109,5.45
1566,0.0109,5.45
1566,0.0109,5.45
1566,0.01091,5.455
1566,0.01091,5.455
1567,0.0109,5.45
1567,0.0109,5.45
1567,0.0109,5.45
1567,0.0109,5.45
1567,0.0109,5.45
1567,0.01091,5.455
1567,0.01091,5.455
1567,0.01091,5.455
1567,0.01091,5.455
1567,0.0109,5.45
1568,0.0109,5.45
1568,0.01091,5.455
1568,0.0109,5.45
1568,0.0109,5.45
1568,0.0109,5.45
1568,0.0109,5.45
1568,0.0109,5.45
1568,0.0109,5.45
1568,0.0109,5.45
1568,0.0109,5.45
1569,0.0109,5.45
1569,0.0109,5.45
1569,0.01091,5.455
1569,0.01091,5.455
1569,0.0109,5.45
1569,0.0109,5.45
1569,0.0109,5.45
1569,0.01091,5.455
1569,0.01091,5.455
1569,0.01091,5.455
1570,0.01091,5.455
1570,0.01091,5.455
1570,0.01091,5.455
1570,0.01091,5.455
1570,0.01091,5.455
1570,0.01091,5.455
1570,0.01091,5.455
1570,0.0109,5.45
1570,0.01091,5.455
1570,0.01091,5.455
1571,0.01091,5.455
1571,0.01091,5.455
1571,0.0109,5.45
1571,0.0109,5.45
1571,0.0109,5.45
1571,0.0109,5.45
1571,0.01091,5.455
1571,0.01091,5.455
1571,0.0109,5.45
1571,0.0109,5.45
1572,0.0109,5.45
1572,0.0109,5.45
1572,0.0109,5.45
1572,0.0109,5.45
1572,0.0109,5.45
1572,0.0109,5.45
1572,0.0109,5.45
1572,0.01091,5.455
1572,0.01091,5.455
1572,0.01091,5.455
1573,0.01091,5.455
1573,0.01091,5.455
1573,0.01091,5.455
1573,0.01091,5.455
1573,0.01091,5.455
1573,0.01091,5.455
1573,0.01091,5.455
1573,0.01091,5.455
1573,0.0109,5.45
1573,0.0109,5.45
1574,0.0109,5.45
1574,0.01091,5.455
1574,0.01091,5.455
1574,0.01091,5.455
1574,0.01091,5.455
1574,0.01091,5.455
1574,0.01091,5.455
1574,0.0109,5.45
1574,0.01091,5.455
1574,0.01091,5.455
1575,0.01091,5.455
1575,0.0109,5.45
1575,0.0109,5.45
1575,0.0109,5.45
1575,0.0109,5.45
1575,0.0109,5.45
1575,0.0109,5.45
1575,0.0109,5.45
1575,0.01091,5.455
1575,0.0109,5.45
1576,0.01091,5.455
1576,0.0109,5.45
1576,0.0109,5.45
1576,0.0109,5.45
1576,0.01091,5.455
1576,0.01091,5.455
1576,0.01091,5.455
1576,0.0109,5.45
1576,0.0109,5.45
1576,0.0109,5.45
1577,0.0109,5.45
1577,0.01091,5.455
1577,0.01091,5.455
1577,0.01091,5.455
1577,0.0109,5.45
1577,0.01091,5.455
1577,0.01091,5.455
1577,0.0109,5.45
1577,0.0109,5.45
1577,0.01091,5.455
1578,0.01091,5.455
1578,0.01091,5.455
1578,0.01091,5.455
1578,0.01091,5.455
1578,0.01091,5.455
1578,0.01091,5.455
1578,0.01091,5.455
1578,0.01091,5.455
1578,0.01091,5.455
1578,0.01091,5.455
1579,0.01091,5.455
1579,0.01091,5.455
1579,0.01091,5.455
1579,0.01091,5.455
1579,0.01091,5.455
1579,0.01091,5.455
1579,0.01091,5.455
1579,0.0109,5.45
1579,0.01091,5.455
1579,0.0109,5.45
1580,0.01091,5.455
1580,0.01091,5.455
1580,0.01091,5.455
1580,0.01091,5.455
1580,0.01091,5.455
1580,0.01091,5.455
1580,0.01091,5.455
1580,0.01091,5.455
1580,0.01091,5.455
1580,0.01091,5.455
1581,0.01091,5.455
1581,0.01091,5.455
1581,0.01091,5.455
1581,0.01091,5.455
1581,0.01091,5.455
1581,0.01091,5.455
1581,0.01091,5.455
1581,0.01091,5.455
1581,0.0109,5.45
1581,0.0109,5.45
1582,0.01091,5.455
1582,0.01091,5.455
1582,0.01091,5.455
1582,0.01091,5.455
1582,0.01091,5.455
1582,0.01091,5.455
1582,0.01091,5.455
1582,0.01091,5.455
1582,0.01091,5.455
1582,0.01091,5.455
1583,0.01091,5.455
1583,0.01091,5.455
1583,0.01091,5.455
1583,0.0109,5.45
1583,0.0109,5.45
1583,0.01091,5.455
1583,0.01091,5.455
1583,0.01091,5.455
1583,0.01092,5.46
1583,0.01091,5.455
1584,0.01091,5.455
1584,0.01091,5.455
1584,0.01091,5.455
1584,0.01091,5.455
1584,0.01091,5.455
1584,0.01091,5.455
1584,0.01091,5.455
1584,0.01091,5.455
1584,0.01091,5.455
1584,0.01091,5.455
1585,0.01091,5.455
1585,0.01091,5.455
1585,0.01091,5.455
1585,0.01091,5.455
1585,0.01091,5.455
1585,0.01091,5.455
1585,0.01091,5.455
1585,0.01091,5.455
1585,0.01091,5.455
1585,0.01091,5.455
1586,0.01091,5.455
1586,0.01091,5.455
1586,0.01091,5.455
1586,0.01091,5.455
1586,0.01091,5.455
1586,0.01091,5.455
1586,0.0109,5.45
1586,0.0109,5.45
1586,0.01091,5.455
1586,0.01091,5.455
1587,0.0109,5.45
1587,0.0109,5.45
1587,0.0109,5.45
1587,0.0109,5.45
1587,0.01091,5.455
1587,0.01091,5.455
1587,0.0109,5.45
1587,0.0109,5.45
1587,0.0109,5.45
1587,0.0109,5.45
1588,0.01091,5.455
1588,0.01091,5.455
1588,0.01091,5.455
1588,0.01091,5.455
1588,0.01091,5.455
1588,0.0109,5.45
1588,0.0109,5.45
1588,0.0109,5.45
1588,0.01091,5.455
1588,0.01091,5.455
1589,0.01091,5.455
1589,0.01091,5.455
1589,0.01091,5.455
1589,0.01091,5.455
1589,0.01091,5.455
1589,0.01091,5.455
1589,0.0109,5.45
1589,0.0109,5.45
1589,0.0109,5.45
1589,0.01091,5.455
1590,0.0109,5.45
1590,0.0109,5.45
1590,0.0109,5.45
1590,0.01091,5.455
1590,0.01091,5.455
1590,0.01091,5.455
1590,0.01091,5.455
1590,0.01091,5.455
1590,0.01091,5.455
1590,0.01091,5.455
1591,0.01091,5.455
1591,0.0109,5.45
1591,0.0109,5.45
1591,0.01091,5.455
1591,0.01091,5.455
1591,0.01091,5.455
1591,0.01091,5.455
1591,0.01091,5.455
1591,0.01091,5.455
1591,0.01091,5.455
1592,0.01091,5.455
1592,0.01091,5.455
1592,0.01091,5.455
1592,0.01091,5.455
1592,0.01091,5.455
1592,0.0109,5.45
1592,0.01091,5.455
1592,0.0109,5.45
1592,0.0109,5.45
1592,0.0109,5.45
1593,0.0109,5.45
1593,0.01091,5.455
1593,0.01091,5.455
1593,0.01091,5.455
1593,0.0109,5.45
1593,0.0109,5.45
1593,0.0109,5.45
1593,0.0109,5.45
1593,0.0109,5.45
1593,0.0109,5.45
1594,0.0109,5.45
1594,0.0109,5.45
1594,0.0109,5.45
1594,0.0109,5.45
1594,0.0109,5.45
1594,0.01091,5.455
1594,0.01091,5.455
1594,0.0109,5.45
1594,0.0109,5.45
1594,0.0109,5.45
1595,0.0109,5.45
1595,0.0109,5.45
1595,0.0109,5.45
1595,0.0109,5.45
1595,0.01091,5.455
1595,0.01091,5.455
1595,0.01091,5.455
1595,0.01091,5.455
1595,0.0109,5.45
1595,0.01091,5.455
1596,0.0109,5.45
1596,0.0109,5.45
1596,0.0109,5.45
1596,0.0109,5.45
1596,0.0109,5.45
1596,0.01091,5.455
1596,0.0109,5.45
1596,0.0109,5.45
1596,0.01091,5.455
1596,0.01091,5.455
1597,0.01091,5.455
1597,0.0109,5.45
1597,0.0109,5.45
1597,0.0109,5.45
1597,0.0109,5.45
1597,0.01091,5.455
1597,0.01091,5.455
1597,0.0109,5.45
1597,0.0109,5.45
1597,0.01091,5.455
1598,0.0109,5.45
1598,0.01091,5.455
1598,0.01091,5.455
1598,0.01091,5.455
1598,0.0109,5.45
1598,0.01091,5.455
1598,0.01091,5.455
1598,0.01091,5.455
1598,0.01091,5.455
1598,0.01091,5.455
1599,0.01091,5.455
1599,0.0109,5.45
1599,0.0109,5.45
1599,0.01091,5.455
1599,0.01091,5.455
1599,0.0109,5.45
1599,0.0109,5.45
1599,0.0109,5.45
1599,0.0109,5.45
1599,0.01091,5.455
1600,0.01091,5.455
1600,0.01091,5.455
1600,0.01091,5.455
1600,0.0109,5.45
1600,0.0109,5.45
1600,0.01091,5.455
1600,0.01091,5.455
1600,0.01091,5.455
1600,0.0109,5.45
1600,0.0109,5.45
1601,0.01091,5.455
1601,0.0109,5.45
1601,0.0109,5.45
1601,0.01091,5.455
1601,0.01091,5.455
1601,0.0109,5.45
1601,0.0109,5.45
1601,0.0109,5.45
1601,0.0109,5.45
1601,0.01091,5.455
1602,0.0109,5.45
1602,0.0109,5.45
1602,0.0109,5.45
1602,0.0109,5.45
1602,0.0109,5.45
1602,0.0109,5.45
1602,0.0109,5.45
1602,0.01091,5.455
1602,0.0109,5.45
1602,0.0109,5.45
1603,0.01091,5.455
1603,0.0109,5.45
1603,0.0109,5.45
1603,0.0109,5.45
1603,0.0109,5.45
1603,0.0109,5.45
1603,0.0109,5.45
1603,0.0109,5.45
1603,0.0109,5.45
1603,0.0109,5.45
1604,0.0109,5.45
1604,0.0109,5.45
1604,0.0109,5.45
1604,0.0109,5.45
1604,0.0109,5.45
1604,0.0109,5.45
1604,0.01089,5.445
1604,0.0109,5.45
1604,0.0109,5.45
1604,0.01091,5.455
1605,0.01091,5.455
1605,0.01091,5.455
1605,0.01091,5.455
1605,0.0109,5.45
1605,0.01091,5.455
1605,0.01091,5.455
1605,0.0109,5.45
1605,0.0109,5.45
1605,0.01091,5.455
1605,0.0109,5.45
1606,0.0109,5.45
1606,0.0109,5.45
1606,0.01091,5.455
1606,0.0109,5.45
1606,0.0109,5.45
1606,0.01091,5.455
1606,0.01091,5.455
1606,0.01091,5.455
1606,0.0109,5.45
1606,0.0109,5.45
1607,0.0109,5.45
1607,0.0109,5.45
1607,0.0109,5.45
1607,0.01091,5.455
1607,0.01091,5.455
1607,0.0109,5.45
1607,0.01091,5.455
1607,0.01091,5.455
1607,0.0109,5.45
1607,0.0109,5.45
1608,0.0109,5.45
1608,0.0109,5.45
1608,0.0109,5.45
1608,0.0109,5.45
1608,0.01091,5.455
1608,0.01091,5.455
1608,0.01091,5.455
1608,0.01091,5.455
1608,0.01091,5.455
1608,0.01091,5.455
1609,0.01091,5.455
1609,0.0109,5.45
1609,0.0109,5.45
1609,0.0109,5.45
1609,0.01091,5.455
1609,0.0109,5.45
1609,0.0109,5.45
1609,0.01091,5.455
1609,0.01091,5.455
1609,0.0109,5.45
1610,0.01091,5.455
1610,0.01091,5.455
1610,0.01091,5.455
1610,0.0109,5.45
1610,0.01091,5.455
1610,0.0109,5.45
1610,0.01091,5.455
1610,0.01091,5.455
1610,0.01091,5.455
1610,0.0109,5.45
1611,0.0109,5.45
1611,0.0109,5.45
1611,0.0109,5.45
1611,0.0109,5.45
1611,0.0109,5.45
1611,0.0109,5.45
1611,0.0109,5.45
1611,0.0109,5.45
1611,0.01091,5.455
1611,0.01091,5.455
1612,0.01091,5.455
1612,0.01091,5.455
1612,0.01091,5.455
1612,0.0109,5.45
1612,0.01091,5.455
1612,0.0109,5.45
1612,0.0109,5.45
1612,0.0109,5.45
1612,0.0109,5.45
1612,0.01091,5.455
1613,0.01091,5.455
1613,0.01091,5.455
